record_label,state,district,taluk,village,pincode,latitude,longitude,land_area_acres,land_type,soil_type,irrigation_type,water_availability_score,crop_type,crop_yield_per_acre,season,distance_to_road_km,distance_to_highway_km,distance_to_city_km,distance_to_market_km,nearby_projects,avg_land_price_per_acre,guideline_value,previous_compensation,acquisition_type,urgency_level,market_value,multiplier,solatium,final_compensation_amount
SYNTHETIC,Telangana,Karimnagar,Parbhani,Kunda Street,504152,18.723525,80.47542,45.218,residential,black,borewell,8,wheat,16.26,rabi,2.94,10.52,32.51,7.67,none,777898.3,737889.9,,defence,high,777898.3,1.0,777898.3,74999994.29
SYNTHETIC,Telangana,Karimnagar,Siwan,Cherian,500776,19.319267,81.044771,43.5,forest,alluvial,rainfed,7,paddy,16.66,kharif,8.92,21.0,130.82,8.62,none,1025871.44,662308.83,,irrigation_project,medium,1025871.44,2.0,1025871.44,133272238.29
SYNTHETIC,Telangana,Khammam,Bardhaman,Jhaveri,519897,15.857271,77.027942,8.121,forest,loamy,rainfed,5,cotton,11.11,zaid,6.96,51.95,161.07,43.7,none,378440.87,257011.72,381821.08,railway,low,378440.87,2.0,378440.87,9088940.15
SYNTHETIC,Uttar Pradesh,Lucknow,Muzaffarnagar,Luthra Path,272386,26.635174,81.855078,2.86,commercial,red,rainfed,7,vegetables,64.54,perennial,2.79,26.16,193.4,24.57,none,238868.88,183822.82,204426.05,smart_city,low,238868.88,2.0,238868.88,2055507.74
SYNTHETIC,West Bengal,Darjeeling,Amaravati,Dugal Marg,727523,21.51748,86.539977,45.021,forest,black,drip,7,cotton,13.44,kharif,10.39,11.85,76.35,1.23,highway,1542535.35,1098931.28,,railway,high,1542535.35,2.0,1542535.35,222657514.71
SYNTHETIC,Gujarat,Bhavnagar,Ahmednagar,Pillay Marg,393817,23.492807,70.595885,29.368,residential,black,canal,10,cotton,10.44,zaid,24.91,77.71,65.08,5.78,airport,2178881.45,1806577.07,1841216.06,railway,high,2178881.45,2.0,2178881.45,193192693.31
SYNTHETIC,Gujarat,Ahmedabad,Nangloi Jat,Tandon Zila,375880,23.285525,71.135805,21.26,forest,laterite,borewell,9,vegetables,57.25,rabi,18.97,78.6,157.31,26.82,railway,691099.14,521488.69,560386.13,railway,low,691099.14,2.0,691099.14,40263394.26
SYNTHETIC,Punjab,Ludhiana,Jaunpur,Goda Street,148537,29.974514,76.656283,11.044,commercial,red,rainfed,3,sugarcane,372.13,zaid,6.81,34.37,97.89,0.95,none,1923805.61,1418515.95,2222654.61,defence,critical,1923805.61,2.0,1923805.61,60488292.59
SYNTHETIC,Tamil Nadu,Coimbatore,Jehanabad,Gole Chowk,640633,9.810623,78.938306,10.531,forest,alluvial,canal,6,soybean,10.14,zaid,9.99,64.7,58.64,45.11,none,979154.79,772532.54,1036960.3,irrigation_project,critical,979154.79,2.0,979154.79,30029091.18
SYNTHETIC,Madhya Pradesh,Jabalpur,Jaipur,Gaba Road,451120,25.398117,76.028496,45.336,waste,alluvial,borewell,9,sugarcane,354.19,rabi,18.38,56.65,21.21,19.28,highway,990312.52,903010.74,,irrigation_project,critical,990312.52,1.0,990312.52,87672170.04
SYNTHETIC,Punjab,Amritsar,Singrauli,Guha,142792,29.752231,76.555472,41.535,commercial,sandy,rainfed,6,maize,14.58,kharif,11.0,79.0,30.34,15.5,smart_city,2948207.36,2444611.82,2497458.2,irrigation_project,low,2948207.36,1.0,2948207.36,258996095.05
SYNTHETIC,West Bengal,Howrah,Asansol,Sandhu Zila,718304,22.947517,87.412362,40.671,agricultural,laterite,canal,6,soybean,15.49,kharif,1.25,27.0,30.52,37.38,none,1742071.87,1421656.51,1818763.14,railway,critical,1742071.87,1.0,1742071.87,140330402.63
SYNTHETIC,Telangana,Karimnagar,Malda,Chaudhry Marg,516455,18.747385,80.612511,36.888,waste,loamy,borewell,10,cotton,16.21,rabi,10.03,58.38,193.84,7.11,none,232636.39,201535.35,196717.46,smart_city,high,232636.39,2.0,232636.39,25396672.92
SYNTHETIC,Madhya Pradesh,Jabalpur,Ahmedabad,Chaudhry,480691,23.689191,79.269151,9.629,waste,laterite,drip,9,fallow,0.27,zaid,20.88,77.24,174.01,4.8,none,252714.27,201391.93,300742.13,defence,high,252714.27,2.0,252714.27,7474344.03
SYNTHETIC,West Bengal,Darjeeling,Yamunanagar,Choudhary Nagar,705588,27.135644,88.853448,47.858,waste,loamy,borewell,9,paddy,18.09,kharif,19.77,18.97,48.84,31.77,highway,752901.95,496074.32,847235.05,smart_city,critical,752901.95,1.0,752901.95,70265742.82
SYNTHETIC,Tamil Nadu,Salem,Varanasi,Kothari Street,646741,11.847463,77.290889,48.34,waste,loamy,canal,10,sugarcane,337.28,perennial,0.47,13.18,7.09,12.23,industrial_zone,1277201.78,802942.44,1531060.97,industrial,critical,1277201.78,1.0,1277201.78,113679484.26
SYNTHETIC,Rajasthan,Udaipur,Agartala,Arya Street,318254,25.810792,74.219808,5.923,forest,loamy,borewell,8,groundnut,14.89,kharif,20.22,76.23,129.87,32.71,smart_city,392236.85,239754.23,376935.12,defence,medium,392236.85,2.0,392236.85,6954681.77
SYNTHETIC,Karnataka,Hubballi-Dharwad,Aligarh,Nigam Circle,582773,14.497969,76.057446,39.583,agricultural,sandy,canal,9,wheat,20.6,perennial,16.08,65.36,73.34,21.98,none,589198.1,390028.14,537205.71,railway,low,589198.1,2.0,589198.1,70744908.92
SYNTHETIC,West Bengal,Kolkata,Panihati,Srinivasan Street,738640,27.220855,88.613435,35.591,waste,alluvial,canal,7,wheat,14.52,rabi,25.39,35.45,181.05,36.74,smart_city,188081.49,153495.16,200795.92,defence,low,188081.49,2.0,188081.49,19120391.37
SYNTHETIC,Punjab,Jalandhar,Ujjain,Narula Road,147683,31.730422,75.872622,49.597,forest,black,drip,8,wheat,23.36,perennial,21.8,9.96,197.52,47.16,none,544664.35,496249.38,566268.64,irrigation_project,high,544664.35,2.0,544664.35,81721991.57
SYNTHETIC,Telangana,Khammam,Bhatpara,Bhalla Ganj,509748,18.011865,81.008636,43.273,residential,alluvial,none,2,fallow,1.33,zaid,20.26,11.86,119.39,37.54,none,383472.08,264281.02,,defence,critical,383472.08,2.0,383472.08,48853652.02
SYNTHETIC,Gujarat,Vadodara,Tinsukia,Bail Zila,367398,21.366103,70.049663,48.386,waste,sandy,rainfed,6,maize,12.07,rabi,0.13,56.06,103.18,16.2,none,527079.37,346058.11,583909.92,highway,low,527079.37,2.0,527079.37,74819325.16
SYNTHETIC,Karnataka,Mangaluru,Kota,Minhas Circle,560749,15.289973,74.39882,33.019,residential,red,none,3,wheat,20.92,perennial,24.21,15.61,183.32,0.64,none,245118.17,208923.46,213247.23,railway,medium,245118.17,2.0,245118.17,24179310.72
SYNTHETIC,Madhya Pradesh,Jabalpur,Sasaram,Dhar Marg,478699,21.891669,79.507535,21.53,commercial,loamy,rainfed,3,wheat,24.11,kharif,3.91,78.91,196.22,43.31,none,187868.53,154449.52,,irrigation_project,low,187868.53,2.0,187868.53,12057706.57
SYNTHETIC,West Bengal,Howrah,Rajahmundry,Karan Nagar,703437,24.600796,88.763152,38.997,waste,black,borewell,7,groundnut,12.65,rabi,2.89,73.09,124.57,49.52,none,746238.71,699636.47,,smart_city,high,746238.71,2.0,746238.71,88409194.46
SYNTHETIC,Rajasthan,Jodhpur,Kharagpur,Pandit Street,323873,28.438708,76.771644,19.757,commercial,sandy,canal,7,sugarcane,204.95,zaid,7.76,29.62,107.0,16.77,smart_city,815871.3,771019.35,740890.79,highway,critical,815871.3,2.0,815871.3,46511697.51
SYNTHETIC,West Bengal,Kolkata,Kamarhati,Chowdhury Marg,721082,23.768162,86.694959,41.102,forest,alluvial,borewell,6,fallow,0.58,kharif,9.29,14.9,141.2,44.85,smart_city,450912.42,326347.74,,defence,critical,450912.42,2.0,450912.42,56181436.83
SYNTHETIC,Madhya Pradesh,Indore,Gulbarga,Kapur Zila,478156,21.153055,78.737304,18.005,waste,red,rainfed,5,sugarcane,372.79,kharif,29.0,6.03,84.48,33.35,none,391439.1,345361.27,,defence,low,391439.1,2.0,391439.1,22024809.3
SYNTHETIC,Maharashtra,Kolhapur,Ichalkaranji,Bose Path,414488,17.20074,73.558682,49.796,waste,alluvial,rainfed,4,wheat,21.16,rabi,22.24,44.92,155.56,1.48,none,945611.71,709355.17,,defence,low,945611.71,2.0,945611.71,128257449.36
SYNTHETIC,Rajasthan,Udaipur,Kochi,Chad Path,328966,25.343863,78.184717,20.363,residential,laterite,none,2,vegetables,49.99,rabi,21.41,23.5,98.79,15.36,none,585838.1,521418.94,,irrigation_project,low,585838.1,2.0,585838.1,35966157.3
SYNTHETIC,Madhya Pradesh,Ujjain,Mahbubnagar,Gokhale Street,465949,26.451793,78.492033,3.489,agricultural,black,none,1,paddy,20.68,zaid,25.44,3.91,70.63,29.76,none,424395.9,394131.25,,industrial,medium,424395.9,2.0,424395.9,4311139.39
SYNTHETIC,Karnataka,Mysuru,Bettiah,Golla Path,584819,14.885097,74.095658,5.559,agricultural,laterite,rainfed,3,maize,21.86,perennial,12.6,78.82,165.17,17.11,smart_city,830120.75,689962.73,745930.42,irrigation_project,high,830120.75,2.0,830120.75,12235043.1
SYNTHETIC,West Bengal,Darjeeling,Jalgaon,Mangat Road,723506,21.715488,87.187593,16.382,waste,loamy,drip,10,maize,15.65,zaid,2.02,42.35,21.71,0.84,none,777653.51,565147.42,818095.5,defence,critical,777653.51,1.0,777653.51,24481326.58
SYNTHETIC,Telangana,Warangal,Vasai-Virar,Tata Road,503585,19.147395,77.148111,9.563,waste,black,rainfed,3,paddy,21.83,zaid,1.42,29.32,182.65,9.4,highway,424398.57,364048.2,,smart_city,low,424398.57,2.0,424398.57,12405889.43
SYNTHETIC,Karnataka,Belagavi,Bilaspur,Agate Zila,592549,17.522984,78.208064,37.874,forest,red,borewell,10,vegetables,59.62,perennial,23.33,20.6,194.7,39.92,airport,563525.28,454350.63,,defence,low,563525.28,2.0,563525.28,65115928.98
SYNTHETIC,Punjab,Jalandhar,Siliguri,Divan Path,143959,30.741972,76.494542,23.707,forest,red,canal,10,vegetables,80.33,perennial,5.53,75.04,20.19,11.49,none,1225968.7,910083.3,1235084.64,irrigation_project,low,1225968.7,1.0,1225968.7,58344123.83
SYNTHETIC,Uttar Pradesh,Varanasi,Amroha,Bhavsar Chowk,264742,26.737848,77.030468,8.163,commercial,loamy,borewell,6,sugarcane,282.08,zaid,2.84,51.71,41.42,32.73,none,886718.21,665128.48,718351.12,smart_city,critical,886718.21,1.0,886718.21,14806910.07
SYNTHETIC,Telangana,Hyderabad,Gangtok,Mallick Marg,503998,16.092294,80.635342,43.603,agricultural,alluvial,none,4,paddy,21.48,zaid,26.15,12.39,67.79,23.48,none,478377.57,375220.09,,industrial,medium,478377.57,2.0,478377.57,61253464.86
SYNTHETIC,Gujarat,Ahmedabad,Mysore,Datta Path,368361,23.038247,74.365247,38.603,agricultural,loamy,borewell,9,sugarcane,260.81,rabi,22.07,63.79,163.15,2.35,none,858478.68,561793.77,,railway,medium,858478.68,2.0,858478.68,97220074.27
SYNTHETIC,Karnataka,Hubballi-Dharwad,Kharagpur,Nagar Path,595195,11.605517,74.538803,45.403,agricultural,red,canal,10,wheat,22.54,zaid,10.12,19.25,196.08,31.9,airport,435689.24,356142.49,365062.11,railway,low,435689.24,2.0,435689.24,63073273.71
SYNTHETIC,Karnataka,Mangaluru,Khandwa,Sachdev Chowk,593499,12.036665,78.355019,4.065,forest,loamy,none,3,wheat,23.45,zaid,2.43,1.1,173.1,43.77,none,517523.87,464585.67,,defence,critical,517523.87,2.0,517523.87,6380757.27
SYNTHETIC,Uttar Pradesh,Lucknow,Durgapur,Rajagopal Ganj,274257,25.357983,81.466413,20.37,waste,alluvial,drip,9,fallow,0.29,rabi,18.43,71.06,173.77,7.88,highway,319056.22,223317.67,320445.2,industrial,medium,319056.22,2.0,319056.22,20542211.56
SYNTHETIC,Uttar Pradesh,Kanpur,Jamalpur,Yohannan Chowk,263129,29.822218,81.522798,31.04,waste,alluvial,canal,8,cotton,17.29,rabi,8.42,58.01,81.18,49.78,none,274751.84,259081.9,,smart_city,critical,274751.84,2.0,274751.84,23848440.97
SYNTHETIC,Maharashtra,Nashik,Katihar,Karpe Circle,404863,22.055466,78.964415,10.735,agricultural,red,canal,8,paddy,22.28,kharif,26.11,2.95,71.73,21.78,smart_city,1412298.66,988889.24,1173249.41,highway,medium,1412298.66,2.0,1412298.66,48813651.33
SYNTHETIC,West Bengal,Siliguri,Gwalior,Sama,705003,24.557402,86.656621,41.448,commercial,sandy,drip,7,vegetables,111.54,zaid,24.59,41.1,73.85,32.36,smart_city,984423.01,670866.55,910787.28,defence,high,984423.01,2.0,984423.01,123288435.62
SYNTHETIC,Uttar Pradesh,Prayagraj,Chandigarh,Pathak Ganj,265132,24.352283,82.793661,33.722,forest,sandy,none,2,sugarcane,234.32,rabi,23.4,3.84,17.02,5.25,none,940637.69,776934.88,858148.74,highway,medium,940637.69,1.0,940637.69,53887780.88
SYNTHETIC,Karnataka,Hubballi-Dharwad,Kurnool,Patil Nagar,567312,16.759284,77.446972,21.056,residential,alluvial,drip,8,soybean,10.6,kharif,14.78,74.27,92.96,23.81,none,965599.66,632711.91,895493.87,railway,low,965599.66,2.0,965599.66,61053756.53
SYNTHETIC,Maharashtra,Pune,Guntur,Bhasin Zila,404591,20.046792,72.710927,31.86,commercial,black,borewell,7,soybean,18.0,perennial,9.32,76.83,188.76,32.37,railway,1114239.06,803435.47,989588.5,defence,high,1114239.06,2.0,1114239.06,102147638.98
SYNTHETIC,Punjab,Patiala,Karimnagar,Menon Street,145230,32.20246,76.520874,42.714,waste,red,canal,7,vegetables,50.91,perennial,9.59,76.05,180.09,17.82,none,938349.23,863326.09,1093356.75,irrigation_project,low,938349.23,2.0,938349.23,127305275.35
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Asansol,Sama Circle,644481,12.039297,79.652748,11.828,residential,laterite,rainfed,5,sugarcane,225.02,zaid,6.02,40.98,43.12,36.21,airport,1657243.7,1181385.22,,railway,high,1657243.7,1.0,1657243.7,39718382.74
SYNTHETIC,Gujarat,Rajkot,Bhagalpur,Bhalla Ganj,398460,22.928458,72.371995,5.343,commercial,alluvial,borewell,10,groundnut,11.54,zaid,11.63,65.59,108.44,20.74,industrial_zone,1533357.38,1355795.48,1389795.12,highway,low,1533357.38,2.0,1533357.38,24691969.47
SYNTHETIC,Rajasthan,Kota,Kochi,Purohit Street,312441,27.195708,76.546033,1.786,waste,laterite,canal,7,maize,20.1,perennial,12.52,30.38,32.86,40.28,none,852540.6,601023.81,717922.19,defence,medium,852540.6,1.0,852540.6,2888702.07
SYNTHETIC,Uttar Pradesh,Kanpur,Khandwa,Bhagat Path,229312,28.124249,81.360809,8.443,forest,black,drip,7,maize,29.99,zaid,16.69,10.51,142.91,24.1,none,674886.7,457971.44,,smart_city,critical,674886.7,2.0,674886.7,17923897.39
SYNTHETIC,Tamil Nadu,Coimbatore,Amaravati,Sood Zila,632780,12.003924,78.868502,27.875,commercial,red,none,2,maize,17.11,rabi,25.59,75.78,194.44,26.8,highway,584365.66,445923.79,,defence,low,584365.66,2.0,584365.66,51914297.3
SYNTHETIC,West Bengal,Bardhaman,Ludhiana,Pau Street,725239,25.91786,88.526264,2.847,commercial,laterite,none,2,sugarcane,331.55,kharif,5.15,31.03,15.59,23.11,none,920889.96,855625.2,979149.14,highway,critical,920889.96,1.0,920889.96,5431749.97
SYNTHETIC,West Bengal,Bardhaman,Vijayawada,Bose Ganj,734984,26.35708,89.270183,41.257,agricultural,sandy,none,2,cotton,13.15,zaid,24.52,50.06,67.33,16.23,industrial_zone,565570.24,394876.05,555309.82,defence,critical,565570.24,2.0,565570.24,76968066.02
SYNTHETIC,Punjab,Amritsar,Jehanabad,Doctor Marg,159667,31.123217,76.173206,33.863,agricultural,sandy,canal,6,cotton,17.9,zaid,4.97,62.65,168.81,45.42,railway,1334749.76,845094.34,1442092.34,highway,high,1334749.76,2.0,1334749.76,139574268.42
SYNTHETIC,Uttar Pradesh,Lucknow,Nandyal,Wable Street,217062,27.621458,77.638961,48.317,residential,laterite,none,3,maize,23.81,zaid,16.79,46.31,193.5,7.01,smart_city,257348.16,230553.75,207116.92,smart_city,high,257348.16,2.0,257348.16,34172822.51
SYNTHETIC,Rajasthan,Kota,Nandyal,Nazareth Marg,322739,23.036044,73.796089,44.297,agricultural,laterite,drip,10,cotton,11.48,rabi,15.15,36.74,75.01,6.11,none,310812.46,289176.48,249075.36,highway,critical,310812.46,2.0,310812.46,42792703.25
SYNTHETIC,Maharashtra,Kolhapur,Ahmedabad,Choudhry Road,411011,20.963958,80.412893,11.815,residential,laterite,none,2,sugarcane,229.13,rabi,18.54,63.21,14.02,19.92,airport,1117277.11,773131.77,938707.46,railway,low,1117277.11,1.0,1117277.11,23451525.26
SYNTHETIC,Tamil Nadu,Tiruchirappalli,Allahabad,Ghose Nagar,617630,10.80353,79.269722,7.68,commercial,sandy,canal,9,sugarcane,209.3,perennial,23.01,4.93,79.35,6.81,railway,2941924.98,2100432.94,3238832.95,defence,critical,2941924.98,2.0,2941924.98,67772926.16
SYNTHETIC,Uttar Pradesh,Agra,Hyderabad,Sampath Marg,261147,27.333751,81.555359,44.707,forest,red,none,3,soybean,10.23,kharif,18.69,51.19,169.97,19.28,airport,182553.13,112717.99,,railway,critical,182553.13,2.0,182553.13,24373804.51
SYNTHETIC,Rajasthan,Bikaner,Begusarai,Thaker Road,303724,29.346614,74.697172,33.078,residential,red,drip,6,cotton,15.05,perennial,15.34,66.08,166.85,8.37,smart_city,322570.0,279614.89,301292.79,industrial,high,322570.0,2.0,322570.0,34259424.04
SYNTHETIC,Punjab,Ludhiana,Ambattur,Dugar Marg,150224,31.828972,76.721229,11.871,agricultural,laterite,none,3,sugarcane,385.26,rabi,24.96,32.18,29.49,35.49,highway,3076596.9,2662858.51,3493928.14,highway,low,3076596.9,1.0,3076596.9,74310747.41
SYNTHETIC,Maharashtra,Nashik,Tiruchirappalli,Purohit Circle,417000,17.599359,78.638435,3.445,waste,loamy,canal,8,groundnut,9.37,perennial,8.9,62.34,20.23,22.84,highway,5743476.38,3626217.59,,highway,high,5743476.38,1.0,5743476.38,39515153.75
SYNTHETIC,Karnataka,Mysuru,Rajpur Sonarpur,Bhalla Marg,572651,16.850754,77.866205,35.125,residential,alluvial,borewell,7,vegetables,46.57,kharif,9.77,26.57,156.21,21.62,highway,903271.17,618576.89,,railway,medium,903271.17,2.0,903271.17,95896152.5
SYNTHETIC,Karnataka,Mangaluru,Katni,Brahmbhatt Street,566464,12.69986,75.186572,4.252,forest,red,rainfed,7,wheat,16.51,zaid,23.43,19.53,26.64,15.71,smart_city,3713516.83,2766670.92,3464301.28,irrigation_project,high,3713516.83,1.0,3713516.83,30940112.56
SYNTHETIC,Uttar Pradesh,Agra,Morena,Ravel Path,200354,28.909103,83.34177,36.098,waste,alluvial,drip,10,vegetables,91.79,perennial,25.26,42.39,189.69,18.0,none,300314.52,198661.78,286689.15,defence,critical,300314.52,2.0,300314.52,32534328.96
SYNTHETIC,Tamil Nadu,Salem,Dehradun,Prabhu Nagar,642558,12.424026,80.424631,21.098,commercial,alluvial,none,2,cotton,12.32,perennial,29.35,21.99,151.72,22.76,none,1277116.37,973587.48,1135353.12,smart_city,high,1277116.37,2.0,1277116.37,85486835.73
SYNTHETIC,Maharashtra,Kolhapur,Jammu,Chopra Road,409754,20.394281,78.914182,9.32,commercial,laterite,canal,10,groundnut,15.01,rabi,24.02,53.91,130.21,40.55,airport,1476566.51,1106304.19,1573680.2,railway,low,1476566.51,2.0,1476566.51,39597602.98
SYNTHETIC,Telangana,Hyderabad,Solapur,Nayak Path,512406,17.405581,78.457892,44.27,forest,red,none,2,wheat,13.79,perennial,8.52,18.63,13.46,6.47,none,1834804.48,1301191.22,2025251.74,defence,low,1834804.48,1.0,1834804.48,164786238.12
SYNTHETIC,Tamil Nadu,Chennai,Mathura,Gaba Road,612274,10.833736,76.276159,14.382,agricultural,red,rainfed,4,sugarcane,271.48,rabi,9.41,12.99,12.68,1.84,railway,1701767.21,1314744.44,,smart_city,critical,1701767.21,1.0,1701767.21,48544310.22
SYNTHETIC,Punjab,Jalandhar,Amritsar,Apte Ganj,144494,31.515097,76.445363,9.622,commercial,loamy,rainfed,3,fallow,0.05,zaid,26.66,51.6,168.01,28.06,smart_city,1019891.97,879393.4,,defence,medium,1019891.97,2.0,1019891.97,30067958.38
SYNTHETIC,Madhya Pradesh,Ujjain,Maheshtala,Jaggi Circle,475015,26.596617,79.632297,1.638,forest,loamy,drip,8,sugarcane,200.65,kharif,21.61,67.93,143.8,26.5,airport,450223.0,343869.03,368249.82,highway,low,450223.0,2.0,450223.0,2105655.93
SYNTHETIC,Madhya Pradesh,Jabalpur,New Delhi,Chada Road,482095,21.430264,76.126823,32.982,forest,laterite,rainfed,4,groundnut,11.23,kharif,25.95,25.49,131.71,46.44,industrial_zone,494513.57,308744.92,507337.72,railway,high,494513.57,2.0,494513.57,47190017.45
SYNTHETIC,Rajasthan,Udaipur,Phusro,Bath Chowk,320751,28.030103,74.704239,11.121,residential,loamy,rainfed,4,cotton,15.73,rabi,22.42,19.47,72.98,17.1,smart_city,954510.5,691439.79,,irrigation_project,low,954510.5,2.0,954510.5,32404113.71
SYNTHETIC,Gujarat,Ahmedabad,Satna,More Zila,362928,21.983816,72.60598,45.27,commercial,alluvial,rainfed,6,maize,23.98,zaid,24.26,48.01,65.36,18.53,none,747179.35,559032.26,679866.99,irrigation_project,low,747179.35,2.0,747179.35,109567356.91
SYNTHETIC,Telangana,Hyderabad,Raurkela Industrial Township,Rao Road,506471,17.52377,78.477845,40.202,waste,alluvial,drip,7,cotton,9.77,rabi,3.52,54.86,144.99,33.28,smart_city,971245.65,887682.56,974304.28,defence,medium,971245.65,2.0,971245.65,120376330.29
SYNTHETIC,Rajasthan,Kota,Satna,Parekh Marg,305949,24.746834,70.31114,47.71,forest,red,canal,9,wheat,15.79,perennial,14.09,2.69,86.48,35.16,none,726706.92,449546.49,,highway,medium,726706.92,2.0,726706.92,98952305.73
SYNTHETIC,Karnataka,Mysuru,Jalandhar,Reddy Path,571690,15.476067,78.263319,38.605,waste,sandy,canal,7,wheat,22.15,zaid,21.54,12.44,16.16,43.37,smart_city,2871434.7,2388537.86,2844479.23,smart_city,medium,2871434.7,1.0,2871434.7,220799487.12
SYNTHETIC,Rajasthan,Udaipur,Ambala,Bajwa Street,307919,27.504762,72.524787,15.806,residential,alluvial,drip,9,cotton,14.8,rabi,17.13,56.12,107.99,31.71,none,540664.19,361145.74,543374.98,railway,medium,540664.19,2.0,540664.19,27059576.27
SYNTHETIC,Rajasthan,Bikaner,Morena,Barad,339716,24.389029,73.918474,44.301,agricultural,black,drip,8,fallow,0.11,perennial,26.72,44.72,115.85,5.78,none,698046.58,606900.24,,industrial,low,698046.58,2.0,698046.58,96740131.97
SYNTHETIC,Tamil Nadu,Madurai,Nanded,Sheth Street,628442,10.792956,77.474403,25.63,agricultural,sandy,none,2,fallow,1.77,kharif,29.88,77.6,125.8,41.36,none,1696133.85,1288569.63,1618196.4,irrigation_project,low,1696133.85,2.0,1696133.85,127860069.3
SYNTHETIC,Maharashtra,Nashik,Tiruchirappalli,Kale Ganj,416623,21.569267,78.741672,4.072,agricultural,black,rainfed,7,groundnut,12.21,perennial,22.51,51.14,134.8,44.69,none,1427562.84,943940.31,1227724.81,highway,low,1427562.84,2.0,1427562.84,18639313.58
SYNTHETIC,West Bengal,Kolkata,Nanded,Varty Circle,705217,23.163637,88.068575,9.179,residential,loamy,drip,6,soybean,15.26,rabi,10.6,20.21,79.88,47.98,none,610365.41,487825.33,493744.67,defence,low,610365.41,2.0,610365.41,17831099.58
SYNTHETIC,Madhya Pradesh,Ujjain,Sultan Pur Majra,Nori Street,477191,26.689237,75.037214,37.137,forest,sandy,borewell,8,fallow,0.31,perennial,7.91,67.54,143.75,33.44,none,414731.18,260641.77,366751.79,smart_city,critical,414731.18,2.0,414731.18,46691695.8
SYNTHETIC,Karnataka,Hubballi-Dharwad,Karimnagar,Sankar,595395,12.802588,74.138076,36.002,waste,alluvial,borewell,6,maize,21.1,perennial,25.57,78.85,120.23,2.83,industrial_zone,1477880.77,1255040.82,,defence,critical,1477880.77,2.0,1477880.77,166385752.15
SYNTHETIC,Telangana,Karimnagar,Munger,Joshi Ganj,518120,17.302658,78.342216,28.483,agricultural,laterite,borewell,9,fallow,0.98,kharif,17.93,47.56,28.13,30.68,none,1494862.96,1178504.79,1679863.16,defence,critical,1494862.96,1.0,1494862.96,94899616.54
SYNTHETIC,West Bengal,Bardhaman,Jamnagar,Tank,746483,27.134366,89.788995,49.595,agricultural,alluvial,drip,10,paddy,24.87,rabi,21.98,32.77,77.26,45.25,none,1203634.64,995972.76,1130991.74,defence,low,1203634.64,2.0,1203634.64,183541490.51
SYNTHETIC,Punjab,Amritsar,Kanpur,More Street,152248,31.483531,74.82982,44.059,forest,red,none,1,paddy,24.3,kharif,11.66,23.72,183.98,37.17,none,747141.6,636198.46,,railway,high,747141.6,2.0,747141.6,97175750.77
SYNTHETIC,Rajasthan,Jaipur,Panchkula,Sha Zila,324125,26.890741,75.67164,29.336,agricultural,red,none,2,soybean,19.43,rabi,9.94,69.98,17.62,22.41,airport,751367.56,485638.93,,highway,low,751367.56,1.0,751367.56,44231725.41
SYNTHETIC,Uttar Pradesh,Kanpur,Gulbarga,Edwin Road,246918,28.169092,83.628449,43.147,forest,laterite,canal,7,groundnut,8.05,kharif,27.13,49.41,193.29,24.81,smart_city,119579.82,88305.65,132884.25,irrigation_project,high,119579.82,2.0,119579.82,15840455.38
SYNTHETIC,Maharashtra,Kolhapur,Parbhani,Patla,411752,17.749972,77.929004,33.817,forest,red,canal,10,sugarcane,363.33,kharif,15.14,46.97,44.88,34.27,smart_city,3346984.28,2620813.36,,railway,medium,3346984.28,1.0,3346984.28,228643819.17
SYNTHETIC,Punjab,Amritsar,Hubli–Dharwad,Gola Zila,146106,30.132176,74.046413,25.655,waste,alluvial,drip,7,maize,25.86,kharif,27.81,33.2,53.11,12.68,highway,3426789.89,3224473.01,3271409.87,highway,medium,3426789.89,2.0,3426789.89,268006567.79
SYNTHETIC,Telangana,Hyderabad,Rampur,Kunda Chowk,503947,15.923581,80.855048,46.114,waste,black,rainfed,3,cotton,10.04,kharif,23.22,39.0,70.32,8.32,smart_city,536628.44,385323.19,,highway,critical,536628.44,2.0,536628.44,73753651.05
SYNTHETIC,West Bengal,Siliguri,Kolhapur,Sura Zila,729594,22.18708,86.59764,16.358,residential,sandy,drip,9,vegetables,103.71,zaid,12.09,64.7,54.13,19.38,none,1110476.79,997221.85,,defence,critical,1110476.79,2.0,1110476.79,54093136.06
SYNTHETIC,Maharashtra,Aurangabad,Bharatpur,Rattan Road,400656,21.35409,75.067647,41.082,forest,red,canal,10,cotton,16.49,perennial,3.45,63.82,99.52,24.78,industrial_zone,1155960.49,1021354.25,961593.1,smart_city,high,1155960.49,2.0,1155960.49,138180840.13
SYNTHETIC,Maharashtra,Kolhapur,Udupi,Sastry Street,418856,20.581887,78.979174,36.25,forest,alluvial,canal,6,soybean,16.81,zaid,13.27,79.96,25.15,40.84,smart_city,3036826.56,2872512.43,2813051.58,defence,medium,3036826.56,1.0,3036826.56,211869289.04
SYNTHETIC,Uttar Pradesh,Kanpur,Anand,Murthy,222227,27.789628,77.313642,15.858,waste,black,canal,7,paddy,24.03,perennial,10.67,56.09,52.05,15.82,highway,1141399.58,790994.93,1352555.36,railway,critical,1141399.58,2.0,1141399.58,47276161.76
